,0
Annual return,0.12200004497287797
Cumulative returns,0.9706108360683197
Annual volatility,0.19706871290065706
Sharpe ratio,0.6830350552077115
Calmar ratio,0.37341438256545767
Stability,0.8993200655722419
Max drawdown,-0.3267149061980546
Omega ratio,1.1505986542091269
Sortino ratio,0.9623119108653907
Skew,-0.2447294633943212
Kurtosis,18.60492452794529
Tail ratio,0.868722618281308
Daily value at risk,-0.02429417788541621
Beta,0.9659870546890651
