,0
Annual return,0.0854160249686271
Cumulative returns,0.6209271377109074
Annual volatility,0.18127661265050538
Sharpe ratio,0.5430472915346158
Calmar ratio,0.28796813406187144
Stability,0.85522304849148
Max drawdown,-0.2966162393172122
Omega ratio,1.1176261004171189
Sortino ratio,0.7630601717781097
Skew,-0.24872401630462637
Kurtosis,16.819001673467625
Tail ratio,0.8833048906030271
Daily value at risk,-0.022448064498042236
Beta,0.8787799780890374
