,0
Annual return,0.10591682066941699
Cumulative returns,0.8098818796422078
Annual volatility,0.1928505170874699
Sharpe ratio,0.6188752905772155
Calmar ratio,0.3356956478877547
Stability,0.8630662646478525
Max drawdown,-0.31551442902480525
Omega ratio,1.1340819325983993
Sortino ratio,0.8678450726008968
Skew,-0.35699144448426356
Kurtosis,17.299510547599954
Tail ratio,0.9297332708689422
Daily value at risk,-0.0238232685765215
Beta,0.9211485539551694
