,0
Annual return,0.12214817265777156
Cumulative returns,0.9721444301019064
Annual volatility,0.18834728665591957
Sharpe ratio,0.7064548733929412
Calmar ratio,0.39088288663173876
Stability,0.9126101311476463
Max drawdown,-0.3124930173084058
Omega ratio,1.1576459779387906
Sortino ratio,0.9944184907208478
Skew,-0.31169685699054384
Kurtosis,19.568601074354095
Tail ratio,0.8834756687175112
Daily value at risk,-0.023201516304428085
Beta,0.9211485539551694
